Generacion,Mejor x1,Mejor x2,Mejor Fitness
1,1.849426464330478,0.9762008214221585,-4.968374992474439
2,1.849426464330478,0.9762008214221585,-4.968374992474439
3,1.849426464330478,0.9762008214221585,-4.968374992474439
4,1.849426464330478,0.9762008214221585,-4.968374992474439
5,1.849426464330478,0.9762008214221585,-4.968374992474439
6,1.849426464330478,0.9762008214221585,-4.968374992474439
7,1.849426464330478,0.9762008214221585,-4.968374992474439
8,1.935298547389705,0.993890485941951,-5.0928195239927705
9,1.969093952973554,0.9875010839506031,-5.137975645987217
10,1.9717573885720547,0.9900821070779775,-5.141993672140278
11,1.971505882036593,1.0152653832288414,-5.143138091873298
12,1.971505882036593,1.0152653832288414,-5.143138091873298
13,1.9868203684143833,1.0232705242354712,-5.15219519434717
14,1.9868203684143833,1.0232705242354712,-5.15219519434717
15,2.010453772717207,1.000109747990599,-5.160495584396243
16,2.010453772717207,1.000109747990599,-5.160495584396243
17,2.010453772717207,1.000109747990599,-5.160495584396243
18,2.010453772717207,1.000109747990599,-5.160495584396243
19,2.010453772717207,1.000109747990599,-5.160495584396243
20,2.010453772717207,1.000109747990599,-5.160495584396243
21,2.010453772717207,1.000109747990599,-5.160495584396243
22,2.010453772717207,1.000109747990599,-5.160495584396243
23,2.010453772717207,1.000109747990599,-5.160495584396243
24,2.010453772717207,1.000109747990599,-5.160495584396243
25,2.010453772717207,1.000109747990599,-5.160495584396243
26,2.010453772717207,1.000109747990599,-5.160495584396243
27,2.010453772717207,1.000109747990599,-5.160495584396243
28,2.010453772717207,1.000109747990599,-5.160495584396243
29,2.010453772717207,1.000109747990599,-5.160495584396243
30,2.010453772717207,1.000109747990599,-5.160495584396243
31,2.0025317215010046,1.0018907464963667,-5.161829878014412
32,2.0004412583137183,1.0051521672848183,-5.161995929393739
33,2.0004412583137183,1.0051521672848183,-5.161995929393739
34,2.0004412583137183,1.0051521672848183,-5.161995929393739
35,2.0004412583137183,1.0051521672848183,-5.161995929393739
36,2.0004412583137183,1.0051521672848183,-5.161995929393739
37,2.0004412583137183,1.0051521672848183,-5.161995929393739
38,2.0004412583137183,1.0051521672848183,-5.161995929393739
39,2.0004412583137183,1.0051521672848183,-5.161995929393739
40,2.0004412583137183,1.0051521672848183,-5.161995929393739
41,2.0004412583137183,1.0051521672848183,-5.161995929393739
42,2.0004412583137183,1.0051521672848183,-5.161995929393739
43,2.0004412583137183,1.0051521672848183,-5.161995929393739
44,2.0004412583137183,1.0051521672848183,-5.161995929393739
45,2.0004412583137183,1.0051521672848183,-5.161995929393739
46,2.0004412583137183,1.0051521672848183,-5.161995929393739
47,2.0004412583137183,1.0051521672848183,-5.161995929393739
48,2.0004412583137183,1.0051521672848183,-5.161995929393739
49,2.0004412583137183,1.0051521672848183,-5.161995929393739
50,2.0004412583137183,1.0051521672848183,-5.161995929393739
51,2.0004412583137183,1.0051521672848183,-5.161995929393739
52,2.0004412583137183,1.0051521672848183,-5.161995929393739
53,2.0004412583137183,1.0051521672848183,-5.161995929393739
54,2.0004412583137183,1.0051521672848183,-5.161995929393739
55,2.0004412583137183,1.0051521672848183,-5.161995929393739
56,2.0004412583137183,1.0051521672848183,-5.161995929393739
57,2.0004412583137183,1.0051521672848183,-5.161995929393739
58,2.0004412583137183,1.0051521672848183,-5.161995929393739
59,2.0004412583137183,1.0051521672848183,-5.161995929393739
60,2.0004412583137183,1.0051521672848183,-5.161995929393739
61,2.0004412583137183,1.0051521672848183,-5.161995929393739
62,2.0004412583137183,1.0051521672848183,-5.161995929393739
63,2.0004412583137183,1.0051521672848183,-5.161995929393739
64,2.0004412583137183,1.0051521672848183,-5.161995929393739
65,2.0004412583137183,1.0051521672848183,-5.161995929393739
66,2.0004412583137183,1.0051521672848183,-5.161995929393739
67,2.0004412583137183,1.0051521672848183,-5.161995929393739
68,2.0004412583137183,1.0051521672848183,-5.161995929393739
69,2.0004412583137183,1.0051521672848183,-5.161995929393739
70,2.0004412583137183,1.0051521672848183,-5.161995929393739
71,2.0004412583137183,1.0051521672848183,-5.161995929393739
72,2.0004412583137183,1.0051521672848183,-5.161995929393739
73,2.0004412583137183,1.0051521672848183,-5.161995929393739
74,2.0004412583137183,1.0051521672848183,-5.161995929393739
75,2.0004412583137183,1.0051521672848183,-5.161995929393739
76,2.0004412583137183,1.0051521672848183,-5.161995929393739
77,2.0004412583137183,1.0051521672848183,-5.161995929393739
78,2.0004412583137183,1.0051521672848183,-5.161995929393739
79,2.000735974081436,1.00710134800374,-5.162015456215107
80,2.000735974081436,1.00710134800374,-5.162015456215107
81,2.000735974081436,1.00710134800374,-5.162015456215107
82,2.000735974081436,1.00710134800374,-5.162015456215107
83,2.000735974081436,1.00710134800374,-5.162015456215107
84,2.000735974081436,1.00710134800374,-5.162015456215107
85,2.000735974081436,1.00710134800374,-5.162015456215107
86,2.000735974081436,1.00710134800374,-5.162015456215107
87,2.000735974081436,1.00710134800374,-5.162015456215107
88,2.000735974081436,1.00710134800374,-5.162015456215107
89,2.000735974081436,1.00710134800374,-5.162015456215107
90,2.000735974081436,1.00710134800374,-5.162015456215107
91,2.000735974081436,1.00710134800374,-5.162015456215107
92,2.000735974081436,1.00710134800374,-5.162015456215107
93,2.000735974081436,1.00710134800374,-5.162015456215107
94,2.000735974081436,1.00710134800374,-5.162015456215107
95,2.000735974081436,1.00710134800374,-5.162015456215107
96,2.000735974081436,1.00710134800374,-5.162015456215107
97,2.000735974081436,1.00710134800374,-5.162015456215107
98,2.000735974081436,1.00710134800374,-5.162015456215107
99,2.000735974081436,1.00710134800374,-5.162015456215107
100,2.000735974081436,1.00710134800374,-5.162015456215107
101,2.000735974081436,1.00710134800374,-5.162015456215107
102,2.000735974081436,1.00710134800374,-5.162015456215107
103,2.000735974081436,1.00710134800374,-5.162015456215107
104,2.000735974081436,1.00710134800374,-5.162015456215107
105,2.000735974081436,1.00710134800374,-5.162015456215107
106,2.000735974081436,1.00710134800374,-5.162015456215107
107,2.000735974081436,1.00710134800374,-5.162015456215107
108,2.000735974081436,1.00710134800374,-5.162015456215107
109,2.000735974081436,1.00710134800374,-5.162015456215107
110,2.000735974081436,1.00710134800374,-5.162015456215107
111,2.000735974081436,1.00710134800374,-5.162015456215107
112,2.000735974081436,1.00710134800374,-5.162015456215107
113,2.000735974081436,1.00710134800374,-5.162015456215107
114,2.000735974081436,1.00710134800374,-5.162015456215107
115,2.000735974081436,1.00710134800374,-5.162015456215107
116,2.000735974081436,1.00710134800374,-5.162015456215107
117,2.000735974081436,1.00710134800374,-5.162015456215107
118,2.000735974081436,1.00710134800374,-5.162015456215107
119,2.000735974081436,1.00710134800374,-5.162015456215107
120,2.000735974081436,1.00710134800374,-5.162015456215107
121,2.000735974081436,1.00710134800374,-5.162015456215107
122,2.000735974081436,1.00710134800374,-5.162015456215107
123,2.000735974081436,1.00710134800374,-5.162015456215107
124,2.000735974081436,1.00710134800374,-5.162015456215107
125,2.000735974081436,1.00710134800374,-5.162015456215107
126,2.000735974081436,1.00710134800374,-5.162015456215107
127,2.000735974081436,1.00710134800374,-5.162015456215107
128,2.000735974081436,1.00710134800374,-5.162015456215107
129,2.000735974081436,1.00710134800374,-5.162015456215107
130,2.000735974081436,1.00710134800374,-5.162015456215107
131,2.000735974081436,1.00710134800374,-5.162015456215107
132,2.000735974081436,1.00710134800374,-5.162015456215107
133,2.000735974081436,1.00710134800374,-5.162015456215107
134,2.000735974081436,1.00710134800374,-5.162015456215107
135,2.000735974081436,1.00710134800374,-5.162015456215107
136,2.000735974081436,1.00710134800374,-5.162015456215107
137,2.000735974081436,1.00710134800374,-5.162015456215107
138,2.000735974081436,1.00710134800374,-5.162015456215107
139,2.000735974081436,1.00710134800374,-5.162015456215107
140,2.000735974081436,1.00710134800374,-5.162015456215107
141,2.000735974081436,1.00710134800374,-5.162015456215107
142,2.000735974081436,1.00710134800374,-5.162015456215107
143,2.000735974081436,1.00710134800374,-5.162015456215107
144,2.000735974081436,1.00710134800374,-5.162015456215107
145,2.000735974081436,1.00710134800374,-5.162015456215107
146,2.000735974081436,1.00710134800374,-5.162015456215107
147,2.000735974081436,1.00710134800374,-5.162015456215107
148,2.000735974081436,1.00710134800374,-5.162015456215107
149,2.000735974081436,1.00710134800374,-5.162015456215107
150,2.000735974081436,1.00710134800374,-5.162015456215107
151,2.000735974081436,1.00710134800374,-5.162015456215107
152,2.000735974081436,1.00710134800374,-5.162015456215107
153,2.000735974081436,1.00710134800374,-5.162015456215107
154,2.000735974081436,1.00710134800374,-5.162015456215107
155,2.000735974081436,1.00710134800374,-5.162015456215107
156,2.000735974081436,1.00710134800374,-5.162015456215107
157,2.000735974081436,1.00710134800374,-5.162015456215107
158,2.000735974081436,1.00710134800374,-5.162015456215107
159,2.000735974081436,1.00710134800374,-5.162015456215107
160,2.000735974081436,1.00710134800374,-5.162015456215107
161,2.000735974081436,1.00710134800374,-5.162015456215107
162,2.000735974081436,1.00710134800374,-5.162015456215107
163,2.000735974081436,1.00710134800374,-5.162015456215107
164,2.000735974081436,1.00710134800374,-5.162015456215107
165,2.000735974081436,1.00710134800374,-5.162015456215107
166,2.000735974081436,1.00710134800374,-5.162015456215107
167,2.000735974081436,1.00710134800374,-5.162015456215107
168,2.000735974081436,1.00710134800374,-5.162015456215107
169,2.000735974081436,1.00710134800374,-5.162015456215107
170,2.000735974081436,1.00710134800374,-5.162015456215107
171,2.000735974081436,1.00710134800374,-5.162015456215107
172,2.000735974081436,1.00710134800374,-5.162015456215107
173,2.000735974081436,1.00710134800374,-5.162015456215107
174,2.000735974081436,1.00710134800374,-5.162015456215107
175,2.000735974081436,1.00710134800374,-5.162015456215107
176,2.000735974081436,1.00710134800374,-5.162015456215107
177,2.000735974081436,1.00710134800374,-5.162015456215107
178,2.000735974081436,1.00710134800374,-5.162015456215107
179,2.000735974081436,1.00710134800374,-5.162015456215107
180,2.000735974081436,1.00710134800374,-5.162015456215107
181,2.000735974081436,1.00710134800374,-5.162015456215107
182,2.000735974081436,1.00710134800374,-5.162015456215107
183,2.000735974081436,1.00710134800374,-5.162015456215107
184,2.000735974081436,1.00710134800374,-5.162015456215107
185,2.000735974081436,1.00710134800374,-5.162015456215107
186,2.000735974081436,1.00710134800374,-5.162015456215107
